iter	RMSE
443	4920.213846
444	4919.000563
445	4918.329448
446	4917.403765
447	4916.247262
448	4915.520113
449	4914.703236
450	4913.674326
451	4911.472841
452	4910.782136
453	4909.062688
454	4907.443322
455	4905.790511
456	4904.551493
457	4903.936288
458	4901.45279
459	4900.380412
460	4899.429873
461	4898.649075
462	4897.197651
463	4895.595431
464	4894.21267
465	4893.269632
466	4891.81342
467	4889.674088
468	4888.419705
469	4887.598112
470	4886.170985
471	4885.216731
472	4884.068847
473	4883.041564
474	4881.158864
475	4879.854957
476	4877.644444
477	4876.438161
478	4875.645101
479	4874.699485
480	4873.931073
481	4871.96135
482	4871.033809
483	4870.064718
484	4868.754263
485	4867.390289
486	4866.434516
487	4864.274965
488	4863.48316
489	4862.027738
490	4860.954308
491	4859.40363
492	4858.712262
493	4857.397244
494	4856.587818
495	4855.849408
496	4855.339836
497	4853.589963
498	4852.580348
499	4850.8982
500	4850.016358
501	4849.266326
502	4848.130227
503	4847.439919
504	4846.442492
505	4845.655693
506	4844.998926
507	4843.705694
508	4842.184574
509	4841.01273
510	4839.84441
511	4839.399634
512	4838.513731
513	4836.862383
514	4836.089149
515	4834.469794
516	4833.482397
517	4832.176624
518	4831.467274
519	4830.826599
520	4829.749076
521	4828.971437
522	4828.33201
523	4826.092972
524	4825.577139
525	4824.65845
526	4823.615753
527	4822.218243
528	4821.081502
529	4819.444294
530	4818.657895
531	4817.846205
532	4817.309302
533	4816.185179
534	4815.074153
535	4814.606509
536	4813.756602
537	4812.903039
538	4812.095714
539	4811.108541
540	4809.875232
541	4808.735519
542	4807.753225
543	4807.111393
544	4806.031192
545	4805.059633
546	4804.106176
547	4803.28354
548	4802.126135
549	4801.253957
550	4800.001853
551	4798.918043
552	4798.188299
553	4796.867568
554	4795.860284
555	4794.467124
556	4793.918381
557	4793.197439
558	4792.480789
559	4791.353965
560	4790.349574
561	4789.861268
562	4787.932447
563	4787.175873
564	4784.85794
565	4784.412362
566	4783.844886
567	4782.734055
568	4782.068829
569	4781.214701
570	4780.541028
571	4779.557514
572	4778.997224
573	4778.204691
574	4776.956293
575	4775.509041
576	4773.893743
577	4773.301244
578	4772.680366
579	4772.127864
580	4771.392926
581	4770.905354
582	4770.016698
583	4769.213657
584	4768.447586
585	4767.531461
586	4766.863534
587	4766.026917
588	4765.173343
589	4763.677388
590	4762.922935
591	4762.610012
592	4761.554703
593	4760.329602
594	4759.404063
595	4758.339767
596	4757.133129
597	4756.308503
598	4755.721789
599	4754.675091
600	4753.247006
601	4752.254257
602	4751.614241
603	4750.956835
604	4749.940762
605	4749.063557
606	4748.408597
607	4747.822005
608	4746.923967
609	4745.871614
610	4745.373455
611	4744.517603
612	4744.149068
613	4743.392628
614	4741.751328
615	4740.765268
616	4739.921073
617	4739.020914
618	4738.324394
619	4737.214531
620	4736.291512
621	4735.356443
622	4734.74418
623	4733.962662
624	4733.042081
625	4732.15056
626	4731.118996
627	4729.975915
628	4729.134993
629	4728.484776
630	4727.950529
631	4727.218211
632	4726.07365
633	4725.60533
634	4725.024804
635	4724.236883
636	4723.1662
637	4722.161524
638	4721.891903
639	4721.247442
640	4720.477641
641	4718.887356
642	4717.672519
643	4716.766419
644	4715.963789
645	4715.325139
646	4713.806465
647	4712.89792
648	4712.468698
649	4711.842999
650	4711.145379
651	4710.03088
652	4709.084417
653	4708.12358
654	4706.978996
655	4706.185539
656	4704.889422
657	4703.87989
658	4703.161771
659	4702.093417
660	4700.64615
661	4700.384761
662	4699.514513
663	4698.869511
664	4698.377101
665	4697.574128
666	4696.621906
667	4695.762415
668	4694.785755
669	4693.80506
670	4692.735432
671	4692.103308
672	4691.221073
673	4690.765655
674	4689.534742
675	4689.232788
676	4688.618481
677	4687.134224
678	4686.34594
679	4685.280477
680	4684.638141
681	4684.200317
682	4683.57499
683	4682.931142
684	4681.874365
685	4681.194689
686	4680.027355
687	4678.801244
688	4677.923109
689	4677.152029
690	4676.281259
691	4675.709877
692	4675.046041
693	4674.358662
694	4673.477243
695	4672.460323
696	4671.087807
697	4670.368501
698	4669.722849
699	4669.175554
700	4668.348048
701	4667.351881
702	4666.818481
703	4666.242859
704	4665.650626
705	4664.704589
706	4663.948311
707	4663.20909
708	4661.995212
709	4660.855623
710	4660.321621
711	4659.902652
712	4658.571617
713	4657.456192
714	4657.074173
715	4656.75872
716	4655.719596
717	4654.753353
718	4653.577026
719	4652.827421
720	4652.616927
721	4651.914352
722	4650.249177
723	4649.674203
724	4648.970762
725	4648.427039
726	4647.383956
727	4646.362339
728	4645.498716
729	4645.030936
730	4644.469715
731	4642.822929
732	4642.369709
733	4641.471697
734	4640.65175
735	4639.35761
736	4638.645461
737	4637.843896
738	4637.312174
739	4636.305673
740	4634.94446
741	4633.786039
742	4632.985843
743	4632.036139
744	4631.448357
745	4630.762203
746	4630.34873
747	4629.229987
748	4628.563519
749	4627.839597
750	4627.26307
751	4626.595024
752	4625.752543
753	4625.391123
754	4624.627838
755	4624.19394
756	4623.60261
757	4623.063991
758	4622.424541
759	4622.099782
760	4621.483414
761	4620.767911
762	4620.095788
763	4619.446944
764	4618.679266
765	4617.845499
766	4617.016913
767	4616.065042
768	4615.442352
769	4614.541131
770	4613.663897
771	4613.170004
772	4612.400612
773	4612.096704
774	4611.788703
775	4611.58212
776	4611.162367
777	4610.598235
778	4610.103714
779	4608.95069
780	4608.645657
781	4607.769898
782	4607.056604
783	4606.453131
784	4605.867073
785	4605.226621
786	4604.794073
787	4603.532482
788	4603.130953
789	4602.049699
790	4601.108098
791	4600.548724
792	4599.537271
793	4599.040569
794	4598.60784
795	4597.755091
796	4597.002117
797	4596.512048
798	4596.326323
799	4595.604367
800	4595.268099
801	4594.475953
802	4593.533888
803	4592.568917
804	4591.616056
805	4590.70473
806	4589.454401
807	4589.004793
808	4588.453139
809	4587.600355
810	4586.808696
811	4586.132558
812	4585.684012
813	4584.922432
814	4584.070511
815	4583.036505
816	4582.480463
817	4581.830879
818	4581.301925
819	4580.619583
820	4579.632259
821	4578.965527
822	4578.337443
823	4578.063864
824	4577.419155
825	4576.956977
826	4576.094526
827	4575.487478
828	4575.176353
829	4574.596408
830	4574.30724
831	4573.851375
832	4573.245604
833	4572.705513
834	4571.576097
835	4571.043148
836	4570.710522
837	4569.890084
838	4569.255574
839	4568.45824
840	4567.759949
841	4567.156827
842	4566.715142
843	4566.009763
844	4565.043754
845	4564.329833
846	4564.039367
847	4563.166152
848	4562.554913
849	4561.63484
850	4561.135373
851	4560.579935
852	4559.850066
853	4559.384899
854	4558.693931
855	4557.95839
856	4557.454611
857	4556.509343
858	4556.035733
859	4555.499135
860	4554.831717
861	4554.264645
862	4553.640355
863	4553.08524
864	4552.702276
865	4551.928874
866	4551.019796
867	4550.443587
868	4549.976752
869	4549.622555
870	4548.757875
871	4547.873039
872	4546.870217
873	4546.226677
874	4545.2627
875	4544.420324
876	4543.644738
877	4543.23024
878	4542.600151
879	4542.079537
880	4541.606422
881	4540.77487
882	4540.445753
883	4539.859769
884	4539.04792
885	4538.25147
886	4537.361066
887	4536.750745
888	4536.081467
889	4535.360527
890	4534.894237
891	4534.182002
892	4533.476029
893	4533.051122
894	4532.494375
895	4531.87183
896	4531.211363
897	4530.246916
898	4529.894471
899	4529.370636
900	4529.054744
901	4528.22267
902	4527.64676
903	4527.149737
904	4526.634131
905	4526.2407
906	4525.875581
907	4525.380276
908	4524.921918
909	4524.427732
910	4523.936625
911	4523.414476
912	4523.090841
913	4522.526184
914	4522.093333
915	4521.52315
916	4520.976275
917	4520.575286
918	4519.990452
919	4519.349521
920	4518.584669
921	4518.184053
922	4517.703773
923	4516.881619
924	4516.428979
925	4516.124058
926	4515.600973
927	4514.766272
928	4513.947446
929	4513.503622
930	4512.813868
931	4512.203017
932	4511.667173
933	4511.15539
934	4510.419127
935	4509.999366
936	4509.376197
937	4508.940335
938	4508.480532
939	4507.124988
940	4506.864421
941	4506.324779
942	4505.953035
943	4505.452023
944	4505.025271
945	4504.797694
946	4503.980144
947	4503.473508
948	4502.435874
949	4501.918149
950	4501.600152
951	4501.293524
952	4500.786981
953	4500.225006
954	4499.457395
955	4498.673609
956	4497.992813
957	4497.476
958	4497.052584
959	4496.441306
960	4495.965398
961	4495.536547
962	4494.598337
963	4493.671872
964	4493.005737
965	4492.568782
966	4491.941934
967	4490.831726
968	4490.299514
969	4489.144797
970	4488.723781
971	4488.22936
972	4487.632678
973	4487.172098
974	4486.8284
975	4486.064173
976	4485.569439
977	4485.218755
978	4484.823406
979	4484.471178
980	4484.21053
981	4483.788038
982	4483.316489
983	4482.728518
984	4481.872445
985	4481.208218
986	4480.337632
987	4479.100021
988	4478.558545
989	4478.028844
990	4477.426576
991	4477.057477
992	4476.318239
993	4475.712354
994	4475.070173
995	4474.640076
996	4474.182244
997	4473.679222
998	4472.967155
999	4472.524162
