iter	Passed	Remaining
168	5314	26131
169	5341	26079
170	5372	26044
171	5403	26012
172	5437	25992
173	5472	25979
174	5505	25952
175	5538	25932
176	5576	25929
177	5608	25898
178	5635	25848
179	5665	25808
180	5698	25785
181	5729	25751
182	5759	25713
183	5790	25681
184	5824	25660
185	5856	25628
186	5888	25600
187	5929	25611
188	5957	25564
189	5986	25520
190	6016	25482
191	6043	25434
192	6074	25400
193	6102	25354
194	6131	25310
195	6158	25263
196	6187	25221
197	6222	25202
198	6251	25162
199	6284	25136
200	6321	25127
201	6354	25101
202	6387	25079
203	6415	25034
204	6443	24987
205	6470	24938
206	6498	24895
207	6528	24859
208	6558	24822
209	6585	24775
210	6612	24726
211	6642	24690
212	6669	24642
213	6697	24597
214	6726	24557
215	6752	24510
216	6781	24469
217	6813	24439
218	6840	24394
219	6869	24353
220	6900	24322
221	6933	24297
222	6959	24249
223	6989	24213
224	7020	24180
225	7050	24145
226	7078	24105
227	7110	24077
228	7138	24034
229	7166	23990
230	7194	23950
231	7225	23918
232	7253	23876
233	7280	23831
234	7308	23790
235	7337	23752
236	7365	23714
237	7393	23671
238	7422	23632
239	7449	23591
240	7475	23543
241	7501	23497
242	7530	23460
243	7560	23424
244	7589	23388
245	7616	23343
246	7645	23308
247	7675	23274
248	7702	23232
249	7732	23197
250	7760	23158
251	7787	23115
252	7816	23079
253	7849	23054
254	7879	23021
255	7907	22982
256	7935	22942
257	7963	22903
258	7990	22862
259	8018	22822
260	8046	22784
261	8074	22744
262	8103	22707
263	8130	22667
264	8161	22636
265	8191	22603
266	8222	22574
267	8259	22559
268	8291	22530
269	8321	22498
270	8351	22465
271	8378	22425
272	8405	22385
273	8433	22346
274	8462	22309
275	8492	22278
276	8522	22244
277	8554	22217
278	8581	22177
279	8609	22139
280	8640	22108
281	8671	22077
282	8697	22035
283	8727	22002
284	8753	21959
285	8779	21919
286	8811	21889
287	8839	21852
288	8868	21819
289	8898	21785
290	8928	21752
291	8956	21716
292	8987	21686
293	9016	21652
294	9046	21619
295	9072	21578
296	9101	21542
297	9128	21503
298	9159	21474
299	9187	21436
300	9213	21396
301	9241	21360
302	9270	21325
303	9299	21290
304	9327	21255
305	9355	21218
306	9383	21182
307	9411	21145
308	9439	21108
309	9469	21077
310	9496	21039
311	9523	21000
312	9550	20962
313	9577	20924
314	9604	20886
315	9634	20853
316	9665	20825
317	9694	20790
318	9722	20756
319	9748	20716
320	9776	20680
321	9804	20643
322	9832	20609
323	9864	20581
324	9893	20547
325	9920	20511
326	9952	20482
327	9980	20448
328	10009	20413
329	10038	20381
330	10066	20346
331	10095	20312
332	10123	20277
333	10152	20243
334	10179	20206
335	10208	20173
336	10243	20152
337	10271	20117
338	10300	20083
339	10328	20048
340	10356	20014
341	10385	19980
342	10412	19945
343	10441	19911
344	10471	19879
345	10500	19848
346	10528	19812
347	10560	19785
348	10587	19749
349	10615	19714
350	10645	19682
351	10671	19645
352	10700	19612
353	10733	19586
354	10761	19552
355	10788	19516
356	10817	19484
357	10846	19451
358	10874	19415
359	10900	19378
360	10931	19350
361	10960	19316
362	10990	19285
363	11016	19248
364	11043	19211
365	11071	19178
366	11098	19143
367	11128	19112
368	11157	19079
369	11185	19045
370	11214	19013
371	11242	18979
372	11268	18942
373	11297	18908
374	11327	18878
375	11354	18843
376	11382	18809
377	11409	18774
378	11439	18743
379	11466	18709
380	11495	18675
381	11524	18644
382	11553	18613
383	11579	18576
384	11610	18546
385	11639	18514
386	11664	18476
387	11691	18441
388	11718	18406
389	11748	18376
390	11779	18346
391	11805	18310
392	11837	18283
393	11866	18252
394	11894	18218
395	11922	18185
396	11953	18156
397	11984	18126
398	12013	18094
399	12042	18063
400	12070	18031
401	12099	17998
402	12127	17964
403	12154	17931
404	12186	17903
405	12217	17874
406	12246	17842
407	12276	17812
408	12304	17779
409	12331	17745
410	12358	17710
411	12387	17679
412	12415	17645
413	12441	17609
414	12468	17576
415	12498	17545
416	12527	17514
417	12553	17478
418	12583	17448
419	12612	17416
420	12640	17385
421	12668	17351
422	12698	17322
423	12727	17289
424	12757	17260
425	12784	17226
426	12810	17190
427	12837	17156
428	12865	17124
429	12896	17095
430	12924	17062
431	12954	17033
432	12983	17001
433	13015	16974
434	13044	16942
435	13071	16909
436	13098	16874
437	13126	16842
438	13155	16811
439	13182	16777
440	13208	16743
441	13236	16710
442	13265	16678
443	13295	16649
444	13323	16616
445	13350	16583
446	13378	16551
447	13406	16518
448	13432	16483
449	13458	16449
450	13489	16420
451	13520	16391
452	13547	16358
453	13577	16328
454	13607	16298
455	13635	16267
456	13662	16233
457	13688	16199
458	13716	16166
459	13746	16136
460	13773	16103
461	13799	16069
462	13830	16040
463	13858	16009
464	13888	15979
465	13919	15950
466	13946	15917
467	13977	15889
468	14007	15859
469	14035	15827
470	14065	15797
471	14094	15767
472	14122	15735
473	14150	15702
474	14178	15671
475	14209	15642
476	14241	15615
477	14271	15585
478	14298	15552
479	14326	15520
480	14354	15488
481	14384	15459
482	14413	15428
483	14442	15397
484	14472	15367
485	14503	15339
486	14531	15307
487	14561	15277
488	14588	15244
489	14615	15211
490	14643	15180
491	14670	15147
492	14701	15118
493	14732	15090
494	14759	15057
495	14787	15025
496	14814	14993
497	14843	14962
498	14873	14932
499	14903	14903
500	14931	14871
501	14961	14841
502	14988	14809
503	15018	14779
504	15047	14749
505	15076	14718
506	15105	14688
507	15133	14657
508	15161	14625
509	15192	14596
510	15223	14567
511	15256	14541
512	15290	14515
513	15323	14488
514	15354	14460
515	15385	14431
516	15418	14404
517	15454	14380
518	15493	14359
519	15525	14331
520	15557	14302
521	15584	14270
522	15609	14236
523	15639	14207
524	15668	14175
525	15694	14143
526	15724	14113
527	15752	14082
528	15781	14051
529	15809	14019
530	15836	13987
531	15866	13958
532	15894	13926
533	15922	13895
534	15952	13865
535	15979	13833
536	16009	13803
537	16037	13771
538	16065	13740
539	16092	13708
540	16122	13679
541	16152	13649
542	16180	13618
543	16210	13588
544	16239	13558
545	16267	13526
546	16293	13493
547	16321	13462
548	16359	13439
549	16392	13411
550	16426	13385
551	16456	13356
552	16485	13325
553	16512	13293
554	16541	13263
555	16574	13235
556	16599	13201
557	16628	13172
558	16655	13139
559	16684	13109
560	16712	13078
561	16738	13045
562	16765	13013
563	16793	12982
564	16824	12953
565	16852	12922
566	16878	12889
567	16908	12859
568	16936	12828
569	16965	12798
570	16994	12768
571	17024	12738
572	17050	12705
573	17081	12676
574	17108	12645
575	17138	12615
576	17172	12589
577	17204	12561
578	17232	12529
579	17257	12496
580	17287	12467
581	17317	12437
582	17344	12405
583	17370	12373
584	17398	12342
585	17426	12311
586	17455	12281
587	17485	12251
588	17514	12221
589	17543	12191
590	17573	12161
591	17598	12128
592	17628	12099
593	17657	12069
594	17686	12039
595	17714	12007
596	17743	11977
597	17771	11946
598	17798	11915
599	17831	11887
600	17864	11860
601	17892	11828
602	17920	11798
603	17949	11768
604	17981	11739
605	18011	11710
606	18039	11679
607	18069	11650
608	18098	11619
609	18124	11588
610	18151	11556
611	18179	11525
612	18212	11497
613	18240	11466
614	18269	11437
615	18300	11408
616	18330	11378
617	18358	11347
618	18387	11317
619	18414	11286
620	18441	11255
621	18469	11224
622	18497	11193
623	18527	11164
624	18557	11134
625	18586	11104
626	18614	11073
627	18642	11042
628	18670	11012
629	18696	10980
630	18722	10948
631	18748	10916
632	18775	10885
633	18801	10854
634	18829	10823
635	18858	10793
636	18886	10762
637	18915	10732
638	18942	10701
639	18971	10671
640	18999	10641
641	19029	10611
642	19060	10582
643	19089	10552
644	19117	10521
645	19145	10491
646	19172	10460
647	19203	10431
648	19233	10401
649	19260	10370
650	19289	10340
651	19318	10311
652	19348	10281
653	19376	10251
654	19405	10220
655	19432	10190
656	19460	10159
657	19489	10129
658	19516	10098
659	19545	10069
660	19575	10039
661	19599	10006
662	19625	9975
663	19654	9945
664	19681	9914
665	19710	9884
666	19739	9855
667	19767	9824
668	19799	9795
669	19827	9765
670	19856	9735
671	19884	9705
672	19911	9674
673	19939	9644
674	19968	9614
675	19996	9583
676	20024	9553
677	20054	9524
678	20083	9494
679	20113	9465
680	20142	9435
681	20169	9404
682	20198	9374
683	20226	9344
684	20257	9315
685	20287	9286
686	20319	9257
687	20346	9226
688	20373	9196
689	20400	9165
690	20428	9135
691	20455	9104
692	20483	9074
693	20512	9044
694	20541	9014
695	20567	8983
696	20595	8953
697	20623	8922
698	20651	8892
699	20678	8862
700	20707	8832
701	20735	8802
702	20761	8771
703	20789	8741
704	20817	8710
705	20846	8681
706	20873	8650
707	20901	8620
708	20932	8591
709	20962	8561
710	20991	8532
711	21019	8502
712	21049	8472
713	21078	8443
714	21105	8412
715	21131	8381
716	21160	8352
717	21189	8322
718	21218	8292
719	21247	8262
720	21272	8231
721	21299	8201
722	21329	8171
723	21355	8141
724	21384	8111
725	21412	8081
726	21440	8051
727	21469	8021
728	21499	7992
729	21527	7962
730	21554	7931
731	21584	7902
732	21610	7871
733	21639	7842
734	21667	7812
735	21695	7781
736	21722	7751
737	21750	7721
738	21779	7692
739	21809	7662
740	21840	7633
741	21869	7604
742	21896	7574
743	21924	7543
744	21951	7513
745	21980	7483
746	22009	7454
747	22038	7424
748	22070	7396
749	22103	7367
750	22130	7337
751	22161	7308
752	22189	7278
753	22218	7248
754	22245	7218
755	22275	7189
756	22303	7159
757	22330	7129
758	22358	7099
759	22384	7068
760	22412	7038
761	22442	7009
762	22470	6979
763	22496	6949
764	22527	6920
765	22555	6890
766	22586	6861
767	22617	6832
768	22644	6802
769	22674	6772
770	22704	6743
771	22735	6714
772	22763	6684
773	22790	6654
774	22818	6624
775	22843	6594
776	22869	6563
777	22897	6533
778	22926	6504
779	22956	6474
780	22983	6444
781	23011	6415
782	23038	6384
783	23066	6355
784	23095	6325
785	23123	6295
786	23149	6265
787	23182	6236
788	23209	6206
789	23241	6178
790	23272	6149
791	23304	6120
792	23333	6090
793	23363	6061
794	23389	6031
795	23417	6001
796	23446	5972
797	23476	5942
798	23501	5912
799	23533	5883
800	23560	5853
801	23590	5824
802	23620	5794
803	23647	5764
804	23673	5734
805	23705	5705
806	23732	5675
807	23759	5645
808	23786	5615
809	23815	5586
810	23845	5557
811	23873	5527
812	23903	5498
813	23930	5468
814	23958	5438
815	23988	5409
816	24015	5379
817	24042	5349
818	24069	5319
819	24095	5289
820	24124	5259
821	24154	5230
822	24183	5200
823	24210	5171
824	24237	5141
825	24265	5111
826	24295	5082
827	24326	5053
828	24353	5023
829	24381	4993
830	24406	4963
831	24436	4934
832	24471	4906
833	24498	4876
834	24532	4847
835	24564	4818
836	24592	4789
837	24622	4759
838	24653	4730
839	24680	4701
840	24708	4671
841	24737	4642
842	24763	4612
843	24789	4581
844	24817	4552
845	24845	4522
846	24871	4492
847	24901	4463
848	24929	4433
849	24957	4404
850	24985	4374
851	25012	4344
852	25041	4315
853	25070	4286
854	25100	4256
855	25129	4227
856	25161	4198
857	25191	4169
858	25218	4139
859	25245	4109
860	25272	4080
861	25302	4050
862	25333	4021
863	25361	3992
864	25389	3962
865	25419	3933
866	25452	3904
867	25482	3875
868	25511	3845
869	25538	3816
870	25570	3787
871	25598	3757
872	25626	3728
873	25656	3698
874	25685	3669
875	25715	3640
876	25746	3610
877	25777	3581
878	25805	3552
879	25834	3522
880	25862	3493
881	25890	3463
882	25917	3434
883	25945	3404
884	25971	3374
885	26001	3345
886	26032	3316
887	26060	3286
888	26088	3257
889	26116	3227
890	26143	3198
891	26171	3168
892	26199	3139
893	26228	3109
894	26258	3080
895	26287	3051
896	26317	3021
897	26349	2992
898	26376	2963
899	26401	2933
900	26428	2903
901	26457	2874
902	26484	2844
903	26512	2815
904	26540	2786
905	26569	2756
906	26597	2727
907	26625	2697
908	26655	2668
909	26682	2638
910	26711	2609
911	26738	2580
912	26766	2550
913	26793	2521
914	26825	2491
915	26853	2462
916	26881	2433
917	26907	2403
918	26935	2374
919	26964	2344
920	26994	2315
921	27025	2286
922	27053	2256
923	27080	2227
924	27108	2197
925	27134	2168
926	27164	2139
927	27192	2109
928	27222	2080
929	27249	2051
930	27277	2021
931	27305	1992
932	27334	1962
933	27362	1933
934	27392	1904
935	27421	1874
936	27450	1845
937	27477	1816
938	27504	1786
939	27534	1757
940	27561	1728
941	27590	1698
942	27619	1669
943	27649	1640
944	27678	1610
945	27705	1581
946	27732	1552
947	27762	1522
948	27791	1493
949	27819	1464
950	27846	1434
951	27873	1405
952	27901	1376
953	27929	1346
954	27958	1317
955	27987	1288
956	28016	1258
957	28046	1229
958	28073	1200
959	28102	1170
960	28131	1141
961	28159	1112
962	28189	1083
963	28220	1053
964	28249	1024
965	28277	995
966	28305	965
967	28335	936
968	28363	907
969	28394	878
970	28423	848
971	28451	819
972	28482	790
973	28512	761
974	28539	731
975	28568	702
976	28598	673
977	28626	643
978	28653	614
979	28683	585
980	28711	556
981	28739	526
982	28767	497
983	28798	468
984	28826	438
985	28852	409
986	28882	380
987	28911	351
988	28940	321
989	28967	292
990	28998	263
991	29024	234
992	29052	204
993	29083	175
994	29113	146
995	29142	117
996	29169	87
997	29198	58
998	29226	29
999	29255	0
